
No compatibility mode selected!


Circuit: * ==========================================================================


########## (a) .op  com Vin = 25.2 V ##########
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


No. of Data Rows : 1
v(in) = 2.520000e+01
v(out) = 2.739130e+00

########## (b) .ac dec 20 1 10meg ##########
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


No. of Data Rows : 141
hdc_db              =  -1.927576e+01
fc_limiar           =  1.785674e+05
fc_3db              =  1.785657e+05
--- tabela (frequencia, |H| em dB) ---
  * ==========================================================================
  AC Analysis  Fri Sep 11 21:44:00  2026
--------------------------------------------------------------------------------
Index   frequency       vdb(out)        
--------------------------------------------------------------------------------
57	7.079458e+02	-1.92758e+01	
58	7.943282e+02	-1.92758e+01	
59	8.912509e+02	-1.92759e+01	
60	1.000000e+03	-1.92759e+01	
61	1.122018e+03	-1.92759e+01	
62	1.258925e+03	-1.92760e+01	
63	1.412538e+03	-1.92760e+01	
64	1.584893e+03	-1.92761e+01	
65	1.778279e+03	-1.92762e+01	
66	1.995262e+03	-1.92763e+01	
67	2.238721e+03	-1.92764e+01	
68	2.511886e+03	-1.92766e+01	
69	2.818383e+03	-1.92768e+01	
70	3.162278e+03	-1.92771e+01	
71	3.548134e+03	-1.92775e+01	
72	3.981072e+03	-1.92779e+01	
73	4.466836e+03	-1.92785e+01	
74	5.011872e+03	-1.92792e+01	
75	5.623413e+03	-1.92801e+01	
76	6.309573e+03	-1.92812e+01	
77	7.079458e+03	-1.92826e+01	
78	7.943282e+03	-1.92843e+01	
79	8.912509e+03	-1.92866e+01	
80	1.000000e+04	-1.92894e+01	
81	1.122018e+04	-1.92929e+01	
82	1.258925e+04	-1.92973e+01	
83	1.412538e+04	-1.93028e+01	
84	1.584893e+04	-1.93098e+01	
85	1.778279e+04	-1.93186e+01	
86	1.995262e+04	-1.93296e+01	
87	2.238721e+04	-1.93435e+01	
88	2.511886e+04	-1.93609e+01	
89	2.818383e+04	-1.93826e+01	
90	3.162278e+04	-1.94099e+01	
91	3.548134e+04	-1.94439e+01	
92	3.981072e+04	-1.94864e+01	
93	4.466836e+04	-1.95394e+01	
94	5.011872e+04	-1.96051e+01	
95	5.623413e+04	-1.96864e+01	
96	6.309573e+04	-1.97867e+01	
97	7.079458e+04	-1.99098e+01	
98	7.943282e+04	-2.00599e+01	
99	8.912509e+04	-2.02418e+01	
100	1.000000e+05	-2.04605e+01	
101	1.122018e+05	-2.07210e+01	
102	1.258925e+05	-2.10282e+01	
103	1.412538e+05	-2.13863e+01	
104	1.584893e+05	-2.17989e+01	
105	1.778279e+05	-2.22682e+01	
106	1.995262e+05	-2.27948e+01	
107	2.238721e+05	-2.33782e+01	
108	2.511886e+05	-2.40162e+01	
109	2.818383e+05	-2.47055e+01	
110	3.162278e+05	-2.54418e+01	
111	3.548134e+05	-2.62203e+01	
112	3.981072e+05	-2.70360e+01	

Index   frequency       vdb(out)        
--------------------------------------------------------------------------------
113	4.466836e+05	-2.78837e+01	
114	5.011872e+05	-2.87589e+01	
115	5.623413e+05	-2.96571e+01	
116	6.309573e+05	-3.05745e+01	
117	7.079458e+05	-3.15077e+01	
118	7.943282e+05	-3.24540e+01	
119	8.912509e+05	-3.34108e+01	
120	1.000000e+06	-3.43762e+01	
121	1.122018e+06	-3.53485e+01	
122	1.258925e+06	-3.63264e+01	
123	1.412538e+06	-3.73087e+01	
124	1.584893e+06	-3.82947e+01	
125	1.778279e+06	-3.92834e+01	
126	1.995262e+06	-4.02745e+01	
127	2.238721e+06	-4.12674e+01	
128	2.511886e+06	-4.22618e+01	
129	2.818383e+06	-4.32573e+01	
130	3.162278e+06	-4.42537e+01	
131	3.548134e+06	-4.52509e+01	
132	3.981072e+06	-4.62486e+01	
133	4.466836e+06	-4.72468e+01	
134	5.011872e+06	-4.82454e+01	
135	5.623413e+06	-4.92443e+01	
136	6.309573e+06	-5.02434e+01	
137	7.079458e+06	-5.12426e+01	
138	7.943282e+06	-5.22421e+01	
139	8.912509e+06	-5.32416e+01	
140	1.000000e+07	-5.42413e+01	

########## (b2) .ac dec 1000 1 10meg  (varredura FINA) ##########
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


No. of Data Rows : 7001
hdc_db_f            =  -1.927576e+01
fc_3db_f            =  1.785642e+05
Note: No ".plot", ".print", or ".fourier" lines; no simulations run
fc_limiar_f         =  1.785659e+05
