Warning: vg2: no DC value, transient time 0 value used
Warning: vg1: no DC value, transient time 0 value used

No compatibility mode selected!


Circuit: * teste s-model switch + uic/.ic + corrente de indutor em .meas

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using transient initial conditions
 .meas tran v_at_0 find v(out) at=0 failed!


No. of Data Rows : 1631

  Measurements for Transient Analysis


Error: measure  v_at_0  (AT) : out of interval
vout_avg            =  1.199808e+01 from=  1.000000e-05 to=  2.000000e-05
il_pp               =  1.064123e-01 from=  1.000000e-05 to=  2.000000e-05

        * teste s-model switch + uic/.ic + corrente de indutor em .meas
        Transient Analysis  Fri Sep 11 21:23:51  2026
--------------------------------------------------------------------------------
Index   time            v(out)          v(sw)           
--------------------------------------------------------------------------------
0	1.000000e-14	1.198000e+01	-2.99973e+05	
1	2.000000e-14	1.198000e+01	-2.99956e+05	
2	4.000000e-14	1.198000e+01	-2.99923e+05	
3	8.000000e-14	1.198000e+01	-2.99855e+05	
4	1.600000e-13	1.198000e+01	-2.99721e+05	
5	3.200000e-13	1.198000e+01	-2.99451e+05	
6	5.050000e-13	1.198000e+01	1.979940e+01	
7	8.750000e-13	1.198000e+01	1.979940e+01	
8	1.000000e-12	1.198000e+01	1.979940e+01	
9	1.074000e-12	1.198000e+01	1.979940e+01	
10	1.222000e-12	1.198000e+01	1.979940e+01	
11	1.518000e-12	1.198000e+01	1.979940e+01	
12	2.110000e-12	1.198000e+01	1.979940e+01	
13	3.294000e-12	1.198000e+01	1.979940e+01	
14	5.662000e-12	1.198000e+01	1.979940e+01	
15	1.039800e-11	1.198000e+01	1.979940e+01	
16	1.987000e-11	1.198000e+01	1.979940e+01	
17	3.881400e-11	1.198000e+01	1.979940e+01	
18	7.670200e-11	1.198000e+01	1.979940e+01	
19	1.524780e-10	1.198000e+01	1.979940e+01	
20	3.040300e-10	1.198000e+01	1.979940e+01	
21	6.071340e-10	1.198000e+01	1.979940e+01	
22	1.213342e-09	1.198000e+01	1.979940e+01	
23	2.425758e-09	1.198000e+01	1.979940e+01	
24	4.850590e-09	1.198000e+01	1.979940e+01	
25	9.700254e-09	1.198000e+01	1.979940e+01	
26	1.939958e-08	1.198000e+01	1.979940e+01	
27	2.000000e-08	1.198000e+01	1.979940e+01	
28	2.120084e-08	1.198000e+01	1.979940e+01	
29	2.360251e-08	1.198000e+01	1.979940e+01	
30	2.840585e-08	1.198000e+01	1.979940e+01	
31	3.801254e-08	1.198000e+01	1.979940e+01	
32	5.722592e-08	1.198000e+01	1.979940e+01	
33	7.722592e-08	1.198001e+01	1.979939e+01	
34	9.722592e-08	1.198001e+01	1.979939e+01	
35	1.172259e-07	1.198001e+01	1.979939e+01	
36	1.372259e-07	1.198002e+01	1.979939e+01	
37	1.572259e-07	1.198002e+01	1.979939e+01	
38	1.772259e-07	1.198003e+01	1.979939e+01	
39	1.972259e-07	1.198004e+01	1.979938e+01	
40	2.172259e-07	1.198005e+01	1.979938e+01	
41	2.372259e-07	1.198005e+01	1.979938e+01	
